,country,city,population
6,ad,andorra la vella,20430.0
20,ad,canillo,3292.0
32,ad,encamp,11224.0
49,ad,la massana,7211.0
53,ad,les escaldes,15854.0
66,ad,ordino,2553.0
80,ad,sant julia de loria,8020.0
93,ae,abu dhabi,603687.0
242,ae,dubai,1137376.0
490,ae,sharjah,543942.0
1384,af,acin,15098.0
3717,af,anar darreh,10023.0
3784,af,andarab,27034.0
4547,af,asadabad,48400.0
4799,af,asmar,15708.0
5410,af,aybak,47877.0
5678,af,azrow,12526.0
6644,af,baglan,108481.0
6651,af,bagrami,30256.0
7935,af,baraki barak,22305.0
11059,af,cah ab,23424.0
11524,af,carikar,53693.0
14630,af,ciras,12778.0
18389,af,dawlatabad,13603.0
18390,af,dawlatabad,17674.0
19611,af,deh rawud,25683.0
22872,af,eskasem,12120.0
23231,af,farah,43574.0
24373,af,gardan diwal,6815.0
24457,af,gardez,103732.0
25037,af,gazni,143049.0
25187,af,geresk,43638.0
29709,af,herat,272880.0
30969,af,jalalabad,200389.0
32582,af,jurm,12121.0
32756,af,kabul,3043589.0
40647,af,kholm,64954.0
40903,af,khowst,96246.0
44398,af,kuhestan,12087.0
45272,af,kusk,16952.0
46301,af,lar gerd,11635.0
49564,af,mehtar lam,17350.0
50172,af,mirabad,14160.0
53427,af,nahrin,22389.0
56128,af,nuristan,17072.0
56562,af,orgun,10665.0
56920,af,pagman,49173.0
57325,af,panjab,13471.0
63360,af,qandahar,391230.0
63616,af,qarchi gak,8942.0
63793,af,qarqin,15023.0
66589,af,qunduz,161943.0
67917,af,rostaq,25644.0
67989,af,rudbar,11034.0
69071,af,sahrak,15967.0
70277,af,sangin,13579.0
71418,af,sar-e pul,52138.0
75671,af,sharan,7368.0
76853,af,shibarghan,55658.0
78759,af,sindand,29273.0
81828,af,tagab,6400.0
82607,af,taloqan,64275.0
83641,af,taywarah,14398.0
84011,af,tir pol,6979.0
84139,af,tokzar,12021.0
85454,af,uruzgan,13400.0
88112,af,zaranj,33894.0
89289,ag,all saints,2526.0
89312,ag,carlisle,831.0
89328,ag,codrington,682.0
89352,ag,freetown,623.0
89380,ag,liberta,1668.0
89401,ag,old road,623.0
89409,ag,parham,969.0
89445,ag,swetes,727.0
89505,ai,the valley,1379.0
89938,al,bajram curri,7967.0
90044,al,ballsh,10361.0
90345,al,berat,47606.0
90488,al,bilisht,7114.0
91096,al,bulqize,11212.0
91168,al,burrel,15539.0
91548,al,cerrik,14269.0
91749,al,corovode,14046.0
92023,al,delvine,3916.0
92530,al,durres,122034.0
92635,al,elbasan,100903.0
92673,al,erseke,7890.0
92787,al,fier,59719.0
92814,al,fierze,742.0
92816,al,fierze,742.0
93000,al,fushe-arrez,2438.0
93033,al,fushe-kruje,10458.0
93406,al,gjirokaster,23437.0
93886,al,gramsh,11556.0
94466,al,himare,4596.0
95085,al,kamze,11026.0
95321,al,kavaje,29354.0
95354,al,kelcyre,2486.0
95415,al,kerrabe,1177.0
95508,al,klos,683.0
95750,al,konispol,1349.0
95770,al,koplik,4078.0
95790,al,korce,58259.0
96022,al,kraste,1168.0
96121,al,kruje,21286.0
96211,al,kucove,18166.0
96230,al,kukes,17972.0
96353,al,kurbnesh,1429.0
96491,al,lac,24825.0
96796,al,leskovik,2655.0
96846,al,lezhe,18695.0
96864,al,libohove,3651.0
96884,al,librazhd,12691.0
97300,al,lushnje,41423.0
97474,al,maliq,3735.0
97542,al,mamurras,8282.0
97930,al,memaliaj,4951.0
98152,al,milot,2157.0
98957,al,orikum,2604.0
99219,al,patos,22679.0
99291,al,peqin,7513.0
99333,al,permet,10686.0
99358,al,perrenjas,4015.0
99397,al,peshkopi,15261.0
99756,al,pogradec,25758.0
99772,al,polican,10663.0
100050,al,puke,6495.0
100707,al,roskovec,6657.0
100838,al,rreshen,10064.0
100893,al,rrogozhine,5620.0
100947,al,rubik,2332.0
101118,al,sarande,15147.0
101252,al,selenice,6912.0
101580,al,shengjin,2698.0
101733,al,shijak,14138.0
101840,al,shkoder,89102.0
102779,al,tepelene,11955.0
102871,al,tirana,374801.0
103217,al,ulze,600.0
103879,al,vlore,89528.0
103926,al,vore,4973.0
104639,am,abovyan,1379.0
104640,am,abovyan,35677.0
104658,am,agarakadzor,1195.0
104659,am,agarak,1575.0
104660,am,agarak,1278.0
104661,am,agarak,4707.0
104679,am,aghavnadzor,1252.0
104680,am,aghavnadzor,1925.0
104681,am,aghavnatun,2913.0
104761,am,akhuryan,7672.0
104763,am,aknalich,2654.0
104764,am,aknashen,1362.0
104781,am,alaverdi,13186.0
104812,am,amasia,1675.0
104815,am,amberd,1267.0
104833,am,anushavan,1532.0
104834,am,apaga,1634.0
104835,am,aparan,5670.0
104845,am,aragats,2952.0
104846,am,aragats,5092.0
104849,am,aragyukh,999.0
104857,am,aramus,3214.0
104858,am,arapi,1738.0
104859,am,ararat,6554.0
104863,am,arazap,1373.0
104867,am,archis,1235.0
104875,am,areni,1718.0
104876,am,arevabuyr,1041.0
104877,am,arevashat,1403.0
104879,am,arevashogh,2435.0
104882,am,arevik,2455.0
104883,am,arevik,1522.0
104885,am,arevshat,2089.0
104886,am,arevshat,1623.0
104887,am,argavand,1703.0
104888,am,argavand,2047.0
104889,am,argel,2528.0
104901,am,armash,2434.0
104902,am,armavir,2752.0
104918,am,arshaluys,3808.0
104923,am,artashat,20562.0
104933,am,arteni,3086.0
104935,am,artimet,1501.0
104940,am,artsvaberd,3193.0
104943,am,artsvanist,2819.0
104948,am,arzakan,2660.0
104951,am,arzni,2244.0
104954,am,ashnak,1131.0
104957,am,ashtarak,18779.0
104960,am,astghadzor,3520.0
104989,am,avshar,4215.0
105000,am,aygavan,3758.0
105003,am,aygedzor,2535.0
105006,am,aygehovit,2888.0
105007,am,aygek,1095.0
105010,am,aygepat,1349.0
105012,am,aygeshat,1358.0
105013,am,aygeshat,1606.0
105014,am,aygestan,2431.0
105015,am,aygezard,3192.0
105016,am,aygut,997.0
105030,am,ayrum,2174.0
105031,am,ayrum,2174.0
105037,am,azatamut,1850.0
105038,am,azatan,4448.0
105041,am,azatavan,2886.0
105042,am,azatavan,2886.0
105063,am,baghramyan,1690.0
105066,am,bagratashen,3024.0
105072,am,balahovit,2982.0
105079,am,bambakashat,3089.0
105087,am,bardzrashen,1273.0
105121,am,bazum,1114.0
105130,am,berdavan,3150.0
105131,am,berd,8374.0
105166,am,brnakot,1912.0
105170,am,brun,1028.0
105179,am,buzhakan,1678.0
105181,am,byurakan,3902.0
105182,am,byuravan,1228.0
105184,am,byureghavan,6972.0
105197,am,chambarak,6153.0
105241,am,chochkan,1740.0
105258,am,dalar,2504.0
105259,am,dalarik,3080.0
105274,am,darakert,2325.0
105287,am,darpas,1785.0
105297,am,dashtavan,1762.0
105313,am,ddmashen,2157.0
105330,am,dilijan,13480.0
105334,am,dimitrov,1212.0
105341,am,doghs,1186.0
105352,am,drakhtik,1016.0
105353,am,dsegh,2484.0
105362,am,dvin,2795.0
105412,am,dzitankov,1162.0
105415,am,dzoraghbyur,2011.0
105421,am,dzoragyukh,3570.0
105457,am,fantan,1019.0
105460,am,fioletovo,1264.0
105472,am,gagarin,1305.0
105478,am,gandzak,3841.0
105482,am,garni,6827.0
105489,am,gavar,21681.0
105492,am,gay,3309.0
105504,am,geghamasar,1060.0
105505,am,geghamavan,1597.0
105506,am,geghanist,2409.0
105540,am,getahovit,2005.0
105550,am,getashen,2114.0
105555,am,getazat,1947.0
105584,am,ghukasavan,2113.0
105597,am,gladzor,2080.0
105602,am,gogaran,1088.0
105619,am,goris,20379.0
105622,am,gosh,994.0
105624,am,griboyedov,1879.0
105655,am,gyulagarak,2109.0
105669,am,gyumri,148383.0
105676,am,haghartsin,3370.0
105702,am,hayanist,2031.0
105704,am,haykashen,1140.0
105705,am,haykavan,1201.0
105714,am,hnaberd,1817.0
105716,am,hoktember,5348.0
105720,am,horom,1893.0
105725,am,hovtashat,3472.0
105726,am,hovtashen,1134.0
105729,am,hrazdan,40796.0
105736,am,ijevan,14737.0
105782,am,janfida,2986.0
105784,am,jermuk,4582.0
105791,am,jrahovit,1032.0
105799,am,jrashen,3078.0
105800,am,jrashen,1696.0
105841,am,kamaris,2064.0
105848,am,kamo,1340.0
105854,am,kanakeravan,2950.0
105862,am,kapan,33161.0
105865,am,kaputan,1252.0
105923,am,karbi,3521.0
105925,am,karchaghbyur,2274.0
105960,am,kasakh,4247.0
106031,am,khashtarak,1728.0
106045,am,khndzoresk,1940.0
106130,am,kosh,2581.0
106231,am,lanjaghbyur,2097.0
106237,am,lchashen,4182.0
106247,am,lenughi,1499.0
106253,am,lernakert,1306.0
106254,am,lernanist,2511.0
106255,am,lernantsk,1192.0
106258,am,lernapat,1710.0
106261,am,lernavan,1517.0
106287,am,lorut,1101.0
106290,am,lukashin,2197.0
106311,am,madina,1024.0
106323,am,maisyan,1521.0
106337,am,malishka,4174.0
106348,am,maralik,4959.0
106350,am,margahovit,3308.0
106352,am,margara,1360.0
106354,am,marmarashen,2946.0
106356,am,marmashen,1644.0
106361,am,martuni,11037.0
106363,am,masis,18911.0
106367,am,mayakovski,1727.0
106373,am,meghradzor,2659.0
106374,am,meghrashen,1107.0
106375,am,meghri,4540.0
106396,am,merdzavan,2702.0
106400,am,metsamor,8789.0
106402,am,metsavan,4767.0
106413,am,mets masrik,2570.0
106415,am,mets parni,1934.0
106447,am,mosesgegh,1964.0
106451,am,mrganush,1032.0
106452,am,mrgashat,4961.0
106453,am,mrgashen,1623.0
106455,am,mrgavan,1713.0
106456,am,mrgavet,2131.0
106471,am,musaler,2323.0
106475,am,musayelyan,1499.0
106480,am,myasnikyan,3458.0
106484,am,nalbandyan,4019.0
106488,am,navur,1227.0
106543,am,nizami,1060.0
106586,am,norakert,2485.0
106590,am,noramarg,1811.0
106597,am,nor armavir,1597.0
106602,am,norashen,3049.0
106604,am,norashen,1386.0
106606,am,noratus,5426.0
106616,am,nor geghi,4896.0
106619,am,nor gyukh,1462.0
106637,am,nor yerznka,1459.0
106644,am,noyakert,1751.0
106645,am,noyemberyan,5119.0
106646,am,nshavan,1916.0
106654,am,odzun,4524.0
106680,am,oshakan,4768.0
106702,am,paravakar,1637.0
106721,am,pemzashen,2436.0
106744,am,pokr mantash,1838.0
106765,am,proshyan,4333.0
106768,am,pshatavan,2159.0
106769,am,ptghni,1231.0
106788,am,ranchpar,989.0
106802,am,rind,1368.0
106819,am,samaghar,2343.0
106838,am,saramech,1111.0
106842,am,saratak,1115.0
106854,am,sarigyukh,1096.0
106866,am,sarukhan,6173.0
106868,am,sasunik,1959.0
106879,am,sevan,17083.0
106890,am,shaghat,1011.0
106900,am,shahumyan,3905.0
106902,am,shahumyan,1843.0
106917,am,shatin,1671.0
106930,am,shenavan,1587.0
106931,am,shenavan,1757.0
106948,am,shinuhayr,2206.0
106951,am,shirakamut,2008.0
106953,am,shirak,1007.0
106964,am,shnogh,2872.0
106985,am,sisavan,1793.0
106988,am,sisian,15208.0
106990,am,sis,1135.0
106997,am,solak,2295.0
107004,am,sovetakan,1613.0
107012,am,spandaryan,1226.0
107015,am,spitak,15063.0
107029,am,surenavan,2241.0
107052,am,talin,4945.0
107059,am,tandzut,1816.0
107070,am,taronik,1874.0
107074,am,tashir,7318.0
107094,am,tazagyukh,2248.0
107105,am,tegh,2120.0
107144,am,tsaghkaber,1207.0
107145,am,tsaghkadzor,1408.0
107146,am,tsaghkahovit,1551.0
107175,am,tsiatsan,1050.0
107180,am,tsovagyugh,3857.0
107182,am,tsovak,2531.0
107183,am,tsovazard,1949.0
107184,am,tsovinar,3968.0
107195,am,tumanyan,1693.0
107228,am,urut,1102.0
107230,am,ushi,1276.0
107241,am,vagharshapat,49514.0
107242,am,vaghashen,3235.0
107249,am,vahagni,1184.0
107250,am,vahan,1153.0
107254,am,vanadzor,101099.0
107259,am,vardablur,1297.0
107260,am,vardadzor,2095.0
107275,am,vardenik,7709.0
107277,am,vardenis,11382.0
107282,am,varser,1614.0
107288,am,vedi,12192.0
107300,am,verin artashat,3931.0
107306,am,verin dvin,1853.0
107311,am,verin getashen,4173.0
107340,am,verishen,2114.0
107375,am,vernashen,1162.0
107389,am,voskehask,1803.0
107390,am,voskehat,2181.0
107394,am,voskevan,1287.0
107395,am,voskevaz,3789.0
107397,am,vostan,2925.0
107417,am,yeghegnavan,1221.0
107418,am,yeghegnut,1746.0
107419,am,yeghegnut,1154.0
107423,am,yeghvard,10705.0
107453,am,yeraskhahun,1346.0
107456,am,yerazgavors,1285.0
107461,am,yerevan,1093499.0
107482,am,zangakatun,1130.0
107488,am,zaritap,1323.0
107495,am,zar,1340.0
107504,am,zhdanov,1512.0
107512,am,zorak,1390.0
107513,am,zoravan,1167.0
107515,am,zovaber,1470.0
107521,am,zovuni,4484.0
107527,an,barber,2424.0
107611,an,golden rock,823.0
107616,an,hato,13.0
107640,an,kralendijk,3081.0
107647,an,lagun,289.0
107673,an,nieuwpoort,1937.0
107682,an,oranjestad,1097.0
107705,an,rincon,1496.0
107751,an,sint michiel,5138.0
107754,an,soto,1987.0
107763,an,the bottom,488.0
107786,an,westpunt,783.0
107788,an,willemstad,97590.0
107791,an,windward side,442.0
108559,ao,benguela,151235.0
108918,ao,caala,21205.0
109009,ao,cabinda,66020.0
109260,ao,caconda,10551.0
110119,ao,caluquembe,30305.0
110134,ao,camabatela,12839.0
110161,ao,camacupa,19150.0
111992,ao,catabola,18858.0
112307,ao,catumbela,16980.0
112586,ao,caxito,28229.0
112600,ao,cazaje,4764.0
113620,ao,chissamba,7677.0
115986,ao,huambo,226177.0
116557,ao,kibala,8915.0
116642,ao,kuito,113624.0
116799,ao,leua,5168.0
116936,ao,lobito,207957.0
117041,ao,longonjo,24350.0
117135,ao,luanda,2776125.0
117174,ao,luau,18465.0
117180,ao,lubango,102541.0
117212,ao,lucapa,20115.0
117276,ao,luena,21115.0
117386,ao,lumeje,4972.0
117829,ao,malanje,87047.0
118537,ao,menongue,19141.0
119926,ao,namibe,80150.0
120873,ao,ondjiva,10169.0
125100,ao,saurimo,40498.0
125450,ao,soyo,67553.0
125487,ao,sumbe,33278.0
126620,ao,uige,60008.0
127613,ar,alta gracia,40385.0
127926,ar,azul,52333.0
127933,ar,bahia blanca,282950.0
128156,ar,bell ville,35106.0
128406,ar,campana,83175.0
128679,ar,catamarca,213601.0
128758,ar,chacabuco,34587.0
128877,ar,chivilcoy,52307.0
129279,ar,comodoro rivadavia,142597.0
129291,ar,concepcion del uruguay,72904.0
129295,ar,concordia,155686.0
129336,ar,cordoba,1441007.0
129422,ar,corrientes,390481.0
129636,ar,dolores,25190.0
129837,ar,eldorado,62823.0
130450,ar,formosa,248756.0
130675,ar,general pico,55900.0
130684,ar,general roca,76066.0
130796,ar,goya,70340.0
130822,ar,gualeguaychu,88218.0
130823,ar,gualeguay,33120.0
131309,ar,jujuy,277150.0
131320,ar,junin,76369.0
131741,ar,la plata,684318.0
131795,ar,la rioja,178497.0
132136,ar,libertador general san martin,49273.0
132155,ar,lincoln,24798.0
132429,ar,lujan,74823.0
132431,ar,lujan,77625.0
132571,ar,mar del plata,645771.0
132705,ar,mendoza,973047.0
132708,ar,mercedes,49067.0
132710,ar,mercedes,30649.0
132712,ar,mercedes,126559.0
132992,ar,necochea,84969.0
133003,ar,neuquen,359037.0
133069,ar,nueve de julio,34717.0
133082,ar,obera,58939.0
133116,ar,olavarria,80005.0
133317,ar,parana,299257.0
133457,ar,pergamino,86708.0
133624,ar,posadas,313438.0
133708,ar,presidencia roque saenz pena,89584.0
133879,ar,puerto madryn,95547.0
133976,ar,punta alta,53117.0
134058,ar,rafaela,84025.0
134120,ar,rawson,26341.0
134137,ar,reconquista,95979.0
134159,ar,resistencia,406967.0
134212,ar,rio cuarto,174058.0
134219,ar,rio gallegos,93234.0
134242,ar,rio tercero,53396.0
134252,ar,rivadavia,65641.0
134317,ar,rosario,1218497.0
134402,ar,salta,548288.0
134483,ar,san carlos de bariloche,110044.0
134536,ar,san francisco,71444.0
134640,ar,san juan,469958.0
134650,ar,san lorenzo,47627.0
134659,ar,san luis,184869.0
134678,ar,san martin,107554.0
134703,ar,san nicolas,130705.0
134721,ar,san pedro,67514.0
134724,ar,san pedro,43124.0
134735,ar,san rafael,125033.0
134738,ar,san ramon de la nueva oran,84504.0
134802,ar,santa fe,456044.0
134855,ar,santa rosa,89478.0
134880,ar,santiago del estero,407636.0
134906,ar,san vicente,84333.0
135204,ar,tandil,100127.0
135222,ar,tartagal,63600.0
135381,ar,trelew,107883.0
135387,ar,tres arroyos,47143.0
135445,ar,tucuman,828402.0
135508,ar,ushuaia,58045.0
135553,ar,veinticinco de mayo,24668.0
135564,ar,venado tuerto,71794.0
135591,ar,victoria,25139.0
135597,ar,viedma,76553.0
135652,ar,villa carlos paz,61095.0
135673,ar,villa constitucion,44278.0
135823,ar,villa maria,92337.0
136073,ar,zarate,88222.0
136102,at,absam,6594.0
136111,at,abtenau,5829.0
136311,at,altach,6040.0
136379,at,althofen,4833.0
136395,at,altmunster,9652.0
136460,at,amstetten,22832.0
136496,at,anif,4154.0
136510,at,ansfelden,14936.0
136562,at,arnoldstein,6923.0
136637,at,asten,6517.0
136770,at,axams,5560.0
136800,at,bad aussee,5210.0
136804,at,baden,24893.0
136817,at,bad goisern,7869.0
136818,at,bad hall,4935.0
136820,at,bad hofgastein,7002.0
136821,at,bad ischl,14267.0
136830,at,bad sankt leonhard,4775.0
136838,at,bad voslau,11013.0
136870,at,barnbach,4850.0
136947,at,bergheim,5031.0
136960,at,berndorf,8796.0
137034,at,bischofshofen,10145.0
137068,at,bludenz,13904.0
137160,at,braunau,16403.0
137168,at,bregenz,26928.0
137249,at,bruck an der leitha,7339.0
137250,at,bruck an der mur,13254.0
137482,at,deutschlandsberg,8049.0
137487,at,deutsch-wagram,7153.0
137668,at,dornbirn,43013.0
137767,at,ebbs,5088.0
137788,at,ebensee,8376.0
137789,at,ebenthal,7809.0
137803,at,eberndorf,6089.0
137822,at,ebreichsdorf,9509.0
138007,at,eisenerz,5987.0
138018,at,eisenstadt,11767.0
138110,at,engerwitzdorf,8510.0
138121,at,enns,10816.0
138345,at,feldbach,4877.0
138351,at,feldkirchen an der donau,5286.0
138354,at,feldkirchen,14440.0
138358,at,feldkirch,29446.0
138379,at,ferlach,7661.0
138420,at,finkenstein,8406.0
138494,at,fohnsdorf,8203.0
138535,at,frankenburg,5162.0
138600,at,freistadt,7574.0
138639,at,friesach,5369.0
138659,at,frohnleiten,6629.0
138693,at,fugen,3734.0
138718,at,furstenfeld,5962.0
138795,at,gallneukirchen,6282.0
138822,at,ganserndorf,8588.0
138846,at,garsten,6657.0
139073,at,gleisdorf,5245.0
139084,at,gloggnitz,6213.0
139101,at,gmunden,13287.0
139103,at,gmund,5811.0
139260,at,gotzis,10342.0
139356,at,gratkorn,6806.0
139363,at,graz,222326.0
139405,at,grieskirchen,4766.0
139433,at,grodig,6918.0
139779,at,guntramsdorf,9071.0
139834,at,haag,5164.0
139951,at,hainburg,5622.0
139982,at,hallein,18980.0
139988,at,hall,11197.0
140034,at,hard,11766.0
140202,at,heidenreichstein,4472.0
140283,at,hermagor,7242.0
140298,at,herzogenburg,7866.0
140340,at,himberg,5534.0
140534,at,hochst,7207.0
140632,at,hohenems,14072.0
140657,at,hollabrunn,10966.0
140725,at,hopfgarten,5314.0
140734,at,horbranz,6414.0
140754,at,horn,6485.0
140758,at,horsching,5312.0
140875,at,imst,9225.0
140951,at,innsbruck,112467.0
141040,at,jenbach,6806.0
141042,at,jennersdorf,4319.0
141081,at,judenburg,9992.0
141225,at,kapfenberg,21819.0
141400,at,kindberg,5790.0
141433,at,kirchbichl,5115.0
141482,at,kitzbuhel,8818.0
141493,at,klagenfurt,90610.0
141736,at,klosterneuburg,24843.0
141751,at,knittelfeld,12704.0
141779,at,koflach,10447.0
141871,at,korneuburg,11498.0
141906,at,kottingbrunn,7184.0
141986,at,krems,24092.0
141988,at,kremsmunster,6626.0
142022,at,krieglach,5236.0
142119,at,kuchl,6668.0
142124,at,kufstein,16116.0
142177,at,laakirchen,9569.0
142179,at,laa,6084.0
142281,at,landeck,7351.0
142325,at,langenlois,7081.0
142334,at,langenzersdorf,7733.0
142427,at,lauterach,9212.0
142471,at,leibnitz,7029.0
142529,at,lenzing,5044.0
142534,at,leoben,24809.0
142539,at,leonding,22736.0
142629,at,lienz,12270.0
142643,at,liezen,6903.0
142702,at,linz,181163.0
142733,at,lochau,5209.0
142853,at,lustenau,20218.0
142991,at,marchtrenk,11666.0
143011,at,maria enzersdorf,8085.0
143091,at,matrei,5076.0
143099,at,mattersburg,6448.0
143206,at,melk,5272.0
143254,at,micheldorf,5902.0
143306,at,mistelbach,10820.0
143317,at,mittelberg,4627.0
143413,at,mittersill,5680.0
143451,at,modling,20710.0
143509,at,moosburg,4602.0
143696,at,murzzuschlag,9410.0
143763,at,nenzing,5856.0
143807,at,neudorfl,4183.0
143871,at,neulengbach,7521.0
143896,at,neunkirchen,11313.0
143920,at,neusiedl am see,5949.0
144146,at,nuziders,4628.0
144560,at,oberndorf,5738.0
144782,at,oberwart,6879.0
145055,at,pasching,6143.0
145066,at,paternion,6301.0
145132,at,perchtoldsdorf,14041.0
145138,at,perg,7644.0
145339,at,pinkafeld,5257.0
145564,at,pottendorf,6105.0
145583,at,poysdorf,5653.0
145648,at,pressbaum,6083.0
145739,at,purgstall,5247.0
145742,at,purkersdorf,8327.0
145838,at,radstadt,4926.0
145933,at,rankweil,11455.0
146069,at,reichenau,2673.0
146225,at,retz,4139.0
146232,at,reutte,5851.0
146270,at,ried,11511.0
146520,at,rottenmann,5561.0
146562,at,rum,8498.0
146581,at,rust,1726.0
146598,at,saalfelden,16119.0
146657,at,salzburg,145310.0
146688,at,sankt andra,10825.0
146735,at,sankt florian,5760.0
146767,at,sankt georgen,4180.0
146794,at,sankt jakob,4481.0
146807,at,sankt johann im pongau,10887.0
147024,at,sankt polten,49000.0
147079,at,sankt valentin,9063.0
147093,at,sankt veit,13116.0
147209,at,scharding,4919.0
147217,at,scharnstein,4631.0
147317,at,schladming,4659.0
147523,at,schrems,5811.0
147538,at,schruns,3506.0
147631,at,schwaz,12507.0
147633,at,schwechat,15711.0
147686,at,seeboden,6221.0
147698,at,seekirchen,9865.0
147711,at,seewalchen,4959.0
147824,at,sieghartskirchen,7062.0
147835,at,sierning,8722.0
148006,at,spittal,16363.0
148253,at,steyregg,4856.0
148257,at,steyr,39567.0
148303,at,stockerau,14831.0
148370,at,strasshof,7637.0
148526,at,tamsweg,6126.0
148590,at,telfs,14028.0
148599,at,ternitz,15153.0
148615,at,thalgau,5501.0
148731,at,timelkam,5855.0
148801,at,traiskirchen,16212.0
148802,at,traismauer,5815.0
148820,at,traun,23959.0
148865,at,trofaiach,8313.0
148905,at,tulln,14201.0
149560,at,velden am worthersee,8817.0
149599,at,vienna,1569315.0
149609,at,villach,58882.0
149621,at,vocklabruck,11887.0
149623,at,vocklamarkt,4869.0
149638,at,voitsberg,9980.0
149650,at,volkermarkt,11543.0
149660,at,vols,6573.0
149663,at,vomp,4628.0
149667,at,vorchdorf,7456.0
149790,at,waidhofen,11774.0
149945,at,wattens,7517.0
150135,at,weiz,9128.0
150138,at,wels,57947.0
150173,at,wernberg,5070.0
150248,at,wiener neudorf,8530.0
150249,at,wiener neustadt,38481.0
150335,at,wilhelmsburg,6718.0
150532,at,wolfsberg,25610.0
150548,at,wolfurt,8110.0
150553,at,wolkersdorf,6416.0
150581,at,worgl,11265.0
150650,at,ybbs,5676.0
150725,at,zell am see,10046.0
150749,at,zeltweg,7726.0
150797,at,zirl,6567.0
150801,at,zistersdorf,5661.0
150866,at,zwettl,11718.0
150905,au,adelaide,1074168.0
150928,au,albany,23913.0
150938,au,albury,104261.0
150959,au,alice springs,26188.0
151003,au,alyangula,1289.0
151083,au,ararat,6111.0
151117,au,armidale,22673.0
151158,au,atherton,6959.0
151183,au,australind,6621.0
151203,au,ayr,9079.0
151241,au,bairnsdale,11006.0
151290,au,ballarat,85110.0
151301,au,ballina,14248.0
151448,au,batemans bay,10557.0
151573,au,benalla,9020.0
151589,au,bendigo,81658.0
151701,au,biloela,6309.0
151783,au,blackwater,7250.0
151902,au,bongaree,13649.0
152029,au,bowen,10983.0
152048,au,bowral,9605.0
152164,au,brisbane,1843459.0
152186,au,broken hill,17395.0
152214,au,broome,13218.0
152292,au,buderim,15228.0
152357,au,bunbury,26370.0
152358,au,bundaberg,52478.0
152433,au,burnie,19976.0
152442,au,burpengary,8280.0
152483,au,busselton,12374.0
152516,au,byron bay,6764.0
152525,au,caboolture,21478.0
152534,au,cairns,154318.0
152562,au,caloundra,38714.0
152621,au,canberra,324025.0
152715,au,carnarvon,7392.0
152762,au,casino,9539.0
152775,au,castlemaine,6604.0
152816,au,cessnock,16394.0
152843,au,charters towers,9574.0
152967,au,clifton springs,7413.0
153036,au,coffs harbour,62978.0
153041,au,colac,9089.0
153069,au,collie,6337.0
153174,au,coolum beach,8555.0
153177,au,cooma,6520.0
153219,au,cootamundra,4934.0
153276,au,corowa,5179.0
153320,au,cowra,6799.0
153331,au,craigieburn,19728.0
153339,au,cranbourne,39420.0
153364,au,crib point,6908.0
153495,au,dalby,9848.0
153584,au,darwin,93081.0
153611,au,deception bay,16090.0
153640,au,deniliquin,8024.0
153684,au,devonport,19318.0
153819,au,dubbo,29362.0
154066,au,emerald,9399.0
154123,au,esperance,7889.0
154310,au,flinders,15000.0
154326,au,forbes,4838.0
154412,au,galiwinku,1347.0
154451,au,gatton,6513.0
154454,au,gawler,16362.0
154465,au,geelong,150438.0
154496,au,geraldton,27259.0
154569,au,gladstone,30493.0
154704,au,gold coast,501175.0
154800,au,goulburn,20941.0
154827,au,grafton,16399.0
154925,au,griffith,15456.0
154983,au,gunnedah,7148.0
155020,au,gympie,11029.0
155060,au,hamilton,8869.0
155114,au,hastings,6583.0
155154,au,healesville,7098.0
155201,au,hervey bay,47561.0
155251,au,hobart,204863.0
155313,au,horsham,12830.0
155327,au,howard springs,3359.0
155403,au,ingham,6127.0
155421,au,innisfail,10144.0
155428,au,inverell,8561.0
155475,au,jabiru,1892.0
155723,au,karratha,11694.0
155733,au,katherine,10142.0
155738,au,kawana waters,19881.0
155775,au,kempsey,9522.0
155833,au,kiama,10380.0
155885,au,kingaroy,8573.0
156102,au,kununurra,5679.0
156120,au,kurri kurri,10991.0
156126,au,kwinana,20087.0
156129,au,kyabram,6396.0
156208,au,lakes entrance,5849.0
156269,au,lara,8179.0
156287,au,launceston,72462.0
156325,au,leeton,7299.0
156344,au,lemon tree passage,5865.0
156354,au,leopold,6120.0
156434,au,lismore,31433.0
156439,au,lithgow,11129.0
156630,au,mackay,75924.0
156717,au,mandurah,73369.0
156736,au,maningrida,1391.0
156786,au,mareeba,8403.0
156842,au,maryborough,20680.0
156843,au,maryborough,7046.0
156920,au,medowie,5841.0
156937,au,melbourne,3730212.0
156945,au,melton,32369.0
157056,au,mildura,47867.0
157065,au,milingimbi,986.0
157160,au,mittagong,6717.0
157337,au,moranbah,7955.0
157343,au,morayfield,10261.0
157349,au,moree,8205.0
157395,au,morwell,11585.0
157407,au,moss vale,6739.0
157421,au,mount barker,8357.0
157481,au,mount gambier,23210.0
157499,au,mount isa,22564.0
157593,au,mudgee,9042.0
157691,au,murray bridge,11356.0
157714,au,murwillumbah,6868.0
157719,au,muswellbrook,11630.0
157775,au,nambour,14919.0
157777,au,nambucca heads,6899.0
157851,au,narrabri,7082.0
157919,au,nelson bay,7725.0
157926,au,nerang,17684.0
157956,au,newcastle,497961.0
157982,au,new norfolk,5526.0
158001,au,nguiu,1250.0
158002,au,ngukurr,947.0
158004,au,nhulunbuy,3202.0
158082,au,northam,5858.0
