,country,city,population
2438660,ru,kurchatov,47319.0
2438716,ru,kurdzhinovo,4234.0
2438785,ru,kurganinsk,47682.0
2438799,ru,kurgan,343132.0
2438897,ru,kuri,4177.0
2438939,ru,kurilsk,2185.0
2438986,ru,kurkent,3224.0
2439002,ru,kurkino,5944.0
2439049,ru,kurlovo,7263.0
2439075,ru,kurmanayevka,4552.0
2439247,ru,kurovskoye,19173.0
2439250,ru,kurovskoy,3648.0
2439267,ru,kursavka,11043.0
2439301,ru,kurskaya,12036.0
2439317,ru,kursk,409435.0
2439340,ru,kurtamysh,17936.0
2439404,ru,kurumkan,5848.0
2439408,ru,kurumoch,6443.0
2439435,ru,kurush,7807.0
2439454,ru,kurya,4258.0
2439535,ru,kusa,19819.0
2439572,ru,kushchevskaya,29915.0
2439642,ru,kushnarenkovo,10650.0
2439686,ru,kushva,34059.0
2439792,ru,kusye-aleksandrovskiy,1895.0
2439957,ru,kutulik,5390.0
2440055,ru,kuvandyk,28707.0
2440107,ru,kuvshinovo,10960.0
2440146,ru,kuyanovo,3895.0
2440190,ru,kuybyshevo,5790.0
2440198,ru,kuybyshevskiy zaton,2919.0
2440243,ru,kuytun,10566.0
2440295,ru,kuzedeyevo,3448.0
2440350,ru,kuzhener,5797.0
2440353,ru,kuzhenkino,3424.0
2440385,ru,kuzhorskaya,3556.0
2440407,ru,kuzino,3213.0
2440409,ru,kuzino,1423.0
2440580,ru,kuzmolovskiy,9676.0
2440596,ru,kuznechikha,3227.0
2440626,ru,kuznechnoye,4714.0
2440641,ru,kuznetsk,90481.0
2440801,ru,kuzovatovo,8607.0
2440880,ru,kvarkeno,4161.0
2440959,ru,kvitok,3155.0
2440964,ru,kyakhta,18431.0
2440968,ru,kyakhulay,5731.0
2441047,ru,kyra,4452.0
2441063,ru,kyren,5334.0
2441120,ru,kyshtovka,5724.0
2441121,ru,kyshtym,41625.0
2441140,ru,kysyl-syr,3491.0
2441152,ru,kytlym,872.0
2441155,ru,kytmanovo,4183.0
2441277,ru,kyzburun pervyy,5833.0
2441326,ru,kyzyl,108241.0
2441331,ru,kyzyl-mazhalyk,5004.0
2441334,ru,kyzyl-oktyabr,3603.0
2441455,ru,labinsk,61946.0
2441482,ru,labytnangi,27067.0
2441530,ru,ladovskaya balka,5117.0
2441534,ru,ladozhskaya,14904.0
2441542,ru,ladushkin,3928.0
2441658,ru,laishevo,7744.0
2441680,ru,lakhdenpokhya,8448.0
2441723,ru,lakinsk,16706.0
2441747,ru,lalsk,4413.0
2442210,ru,lashma,1736.0
2442287,ru,latnaya,7232.0
2442421,ru,lavrentiya,1242.0
2442554,ru,lazarev,1906.0
2442625,ru,lazo,3240.0
2442763,ru,lebedinyy,1213.0
2442793,ru,lebedyan,22970.0
2442852,ru,lebyazhye,4559.0
2442856,ru,lebyazhye,3463.0
2442859,ru,lebyazhye,6735.0
2442861,ru,lebyazhye,5572.0
2442888,ru,lechinkay,4334.0
2443201,ru,lenina,5259.0
2443213,ru,leninaul,7503.0
2443226,ru,leningradskaya,38712.0
2443228,ru,leningradskiy,712.0
2443251,ru,leninkent,13912.0
2443260,ru,leninogorsk,66264.0
2443298,ru,leninskaya sloboda,29.0
2443328,ru,leninskiy,2043.0
2443335,ru,leninskiy,9834.0
2443356,ru,leninsk-kuznetskiy,109025.0
2443358,ru,leninsk,1701.0
2443363,ru,leninsk,15167.0
2443373,ru,leninskoye,5323.0
2443384,ru,leninskoye,6827.0
2443397,ru,lenki,3859.0
2443424,ru,lensk,23695.0
2443454,ru,leonidovo,1283.0
2443581,ru,lepley,3074.0
2443617,ru,lermontovka,4479.0
2443620,ru,lermontov,23369.0
2443703,ru,leshukonskoye,4813.0
2443755,ru,leskolovo,4039.0
2443856,ru,lesnikovo,5864.0
2443901,ru,lesnoye,1887.0
2443920,ru,lesnoy gorodok,5056.0
2443942,ru,lesnoy,6915.0
2443950,ru,lesnoy,8689.0
2443958,ru,lesnoy,7335.0
2443963,ru,lesnoy,52322.0
2443996,ru,lesnyye polyany,1731.0
2443998,ru,lesnyye polyany,3695.0
2444012,ru,lesogorskiy,2989.0
2444013,ru,lesogorsk,5809.0
2444014,ru,lesogorsk,1061.0
2444058,ru,lesosibirsk,65946.0
2444109,ru,lesozavodsk,41779.0
2444136,ru,letka,2984.0
2444162,ru,letnik,3141.0
2444179,ru,letnyaya stavka,4969.0
2444280,ru,levashi,7817.0
2444298,ru,levashovo,4007.0
2444340,ru,levikha,3452.0
2444435,ru,levokumka,5651.0
2444437,ru,levokumskoye,11377.0
2444487,ru,lev tolstoy,8955.0
2444599,ru,lgov,23265.0
2444753,ru,likhoslavl,12290.0
2444766,ru,likhovskoy,13617.0
2444768,ru,likhoy,3102.0
2444806,ru,liman,8858.0
2444864,ru,linda,5489.0
2444975,ru,lipetsk,515659.0
2444993,ru,lipin bor,3771.0
2445039,ru,lipki,9633.0
2445220,ru,lipovtsy,6581.0
2445352,ru,lisiy nos,2508.0
2445426,ru,listvyagi,4627.0
2445431,ru,listvyanka,1700.0
2445440,ru,listvyanskiy,2673.0
2445487,ru,litovko,2670.0
2445561,ru,livadiya,12652.0
2445566,ru,livenka,4154.0
2445585,ru,livny,52916.0
2445703,ru,lobanovo,3563.0
2445770,ru,lobnya,61772.0
2445809,ru,lobva,8403.0
2445836,ru,lodeynoye pole,22164.0
2445935,ru,log,3695.0
2446059,ru,loknya,4762.0
2446061,ru,lokomotivnyy,10663.0
2446063,ru,lokosovo,3915.0
2446068,ru,lokot,11853.0
2446164,ru,lomintsevskiy,4666.0
2446201,ru,lomonosov,36778.0
2446228,ru,lomovka,3178.0
2446291,ru,londoko,1298.0
2446320,ru,lopandino,1938.0
2446387,ru,lopatino,4318.0
2446404,ru,lopatinskiy,14219.0
2446557,ru,losevo,4476.0
2446627,ru,losino-petrovskiy,22116.0
2446633,ru,losinyy,2189.0
2446664,ru,lososina,3151.0
2446688,ru,lotoshino,5623.0
2446709,ru,loukhi,5764.0
2446737,ru,lovozero,2963.0
2446762,ru,loyga,1618.0
2446973,ru,lubyany,1899.0
2446981,ru,luchegorsk,21833.0
2447096,ru,luga,40115.0
2447165,ru,lugovaya,3086.0
2447249,ru,lugovoy,1994.0
2447279,ru,lugovskiy,617.0
2447302,ru,lugovskoy,2969.0
2447365,ru,lukh,3157.0
2447377,ru,lukhovitsy,32388.0
2447378,ru,lukhovka,8892.0
2447445,ru,lukino,3619.0
2447497,ru,luknovo,2614.0
2447523,ru,lukovetskiy,2701.0
2447544,ru,lukovskaya,5299.0
2447554,ru,lukoyanov,12913.0
2447704,ru,lunino,8214.0
2447832,ru,lutkun,3264.0
2447883,ru,luza,11936.0
2447990,ru,luzino,9897.0
2448041,ru,lvovskiy,11808.0
2448068,ru,lvovskoye,4771.0
2448243,ru,lyambir,8274.0
2448252,ru,lyamino,5000.0
2448280,ru,lyangasovo,12626.0
2448361,ru,lyaskelya,3571.0
2448558,ru,lyskovo,23570.0
2448570,ru,lysogorskaya,10219.0
2448612,ru,lysva,69637.0
2448615,ru,lysyye gory,7501.0
2448625,ru,lytkarino,50620.0
2448652,ru,lyuban,4494.0
2448681,ru,lyubertsy,154653.0
2448705,ru,lyubim,6057.0
2448766,ru,lyubinskiy,10461.0
2448820,ru,lyubokhna,5188.0
2448877,ru,lyubuchany,3537.0
2448901,ru,lyubytino,3225.0
2448906,ru,lyudinovo,41392.0
2449123,ru,madzhalis,6173.0
2449130,ru,magadan,95258.0
2449144,ru,magan,1686.0
2449148,ru,magaramkent,6708.0
2449162,ru,magdagachi,11739.0
2449171,ru,magistralnyy,7429.0
2449183,ru,magnitka,5784.0
2449188,ru,magnitogorsk,413357.0
2449193,ru,mago,2206.0
2449257,ru,makarakskiy,442.0
2449346,ru,makarov,6663.0
2449434,ru,makaryev,7588.0
2449437,ru,makaryevo,218.0
2449527,ru,makhachkala,497967.0
2449534,ru,makhalino,5210.0
2449641,ru,makkaveyevo,3922.0
2449756,ru,maksatikha,9441.0
2449973,ru,makushino,9682.0
2450029,ru,malakhovka,18399.0
2450709,ru,malaya purga,6803.0
2450773,ru,malaya serdoba,4922.0
2450973,ru,malaya vishera,13834.0
2451071,ru,malchevskaya,3922.0
2451164,ru,malgobek,46340.0
2451226,ru,malino,4327.0
2451258,ru,malinovka,9981.0
2451323,ru,malinovoye ozero,4101.0
2451333,ru,malinovskiy,2672.0
2451372,ru,malka,7220.0
2451426,ru,malmyzh,8990.0
2451442,ru,maloarkhangelsk,3905.0
2451680,ru,maloshuyka,3044.0
2451758,ru,maloyaroslavets,32669.0
2451760,ru,maloyaz,4773.0
2452036,ru,maloye kozino,823.0
2452490,ru,maloye verevo,4088.0
2452807,ru,malysheva,9955.0
2453074,ru,malyye derbety,5822.0
2453906,ru,mamakan,2229.0
2453913,ru,mama,4239.0
2453961,ru,mamedkala,8965.0
2454011,ru,mamonovo,7271.0
2454034,ru,mamontovka,8817.0
2454036,ru,mamontovo,9275.0
2454106,ru,manaskent,5216.0
2454224,ru,mankovo-kalitvenskoye,4207.0
2454308,ru,manturovo,18817.0
2454309,ru,manturovo,2755.0
2454556,ru,marevo,2571.0
2454570,ru,marfino,3312.0
2454575,ru,marfino,3687.0
2454637,ru,mariinskiy posad,10199.0
2454640,ru,mariinsk,43122.0
2454783,ru,marinskaya,9065.0
2454840,ru,mari-turek,5900.0
2454905,ru,markha,11648.0
2454947,ru,markova,6340.0
2454990,ru,markovo,1253.0
2455051,ru,marks,33106.0
2455095,ru,maromitsa,1832.0
2455148,ru,martan-chu,5385.0
2455347,ru,martyush,4110.0
2455385,ru,maryanovka,8302.0
2455394,ru,maryanskaya,10353.0
2455687,ru,maslova pristan,5669.0
2455707,ru,maslovka,7518.0
2455748,ru,maslovskiy,3436.0
2456033,ru,matveyevka,3276.0
2456053,ru,matveyev kurgan,14342.0
2456243,ru,mayachnyy,3506.0
2456374,ru,maykop,158453.0
2456378,ru,maykopskoye,4171.0
2456379,ru,maykor,3236.0
2456399,ru,mayma,15428.0
2456414,ru,mayna,5287.0
2456415,ru,mayna,7904.0
2456460,ru,mayrtup,10778.0
2456480,ru,mayskiy,7537.0
2456485,ru,mayskiy,27522.0
2456490,ru,mayskiy,2883.0
2456503,ru,mayskiy,12136.0
2456509,ru,mayskiy,2055.0
2456518,ru,mayskiy,5224.0
2456556,ru,mayya,6794.0
2456647,ru,mazulskiy,1305.0
2456686,ru,mechetinskaya,6517.0
2456743,ru,mednogorskiy,4328.0
2456744,ru,mednogorsk,30676.0
2456829,ru,medvedevo,16407.0
2456870,ru,medveditskiy,1475.0
2456884,ru,medvedka,796.0
2456914,ru,medvedok,2041.0
2456928,ru,medvedovskaya,16941.0
2457004,ru,medvezhyegorsk,16773.0
2457063,ru,medyn,7791.0
2457078,ru,meget,8370.0
2457079,ru,megion,48691.0
2457125,ru,mekhelta,2898.0
2457232,ru,melekhovo,6922.0
2457237,ru,melekhovskaya,3346.0
2457257,ru,melenki,15902.0
2457293,ru,meleuz,65363.0
2457330,ru,melioratorov,5306.0
2457429,ru,melnikovo,9745.0
2457546,ru,mendeleyevo,7964.0
2457547,ru,mendeleyevo,4270.0
2457548,ru,mendeleyevo,3245.0
2457550,ru,mendeleyevskiy,9350.0
2457551,ru,mendeleyevsk,22970.0
2457660,ru,menzelinsk,16858.0
2457862,ru,meshcherino,4207.0
2457895,ru,meshchovsk,4386.0
2457938,ru,mesker-yurt,11147.0
2457969,ru,mesyagutovo,9780.0
2457978,ru,metallostroy,25123.0
2458071,ru,mezen,3673.0
2458115,ru,mezhdurechenskiy,11121.0
2458119,ru,mezhdurechensk,101028.0
2458120,ru,mezhdurechensk,1855.0
2458121,ru,mezhdurechensk,3454.0
2458179,ru,mezhevoy,5538.0
2458249,ru,mezinovskiy,2116.0
2458253,ru,mgachi,1632.0
2458254,ru,mga,9565.0
2458257,ru,mglin,8369.0
2458263,ru,miasskoye,9524.0
2458264,ru,miass,156563.0
2458266,ru,miatli,4424.0
2458332,ru,michurinsk,93500.0
2458587,ru,mikhaylovka,4344.0
2458594,ru,mikhaylovka,7937.0
2458635,ru,mikhaylovka,59993.0
2458663,ru,mikhaylov,12907.0
2458707,ru,mikhaylovskaya,8050.0
2458781,ru,mikhaylovsk,59198.0
2458782,ru,mikhaylovsk,10209.0
2458786,ru,mikhaylovskoye,11467.0
2458815,ru,mikhaylovskoye,10479.0
2459036,ru,mikun,11503.0
2459127,ru,milkovo,8726.0
2459132,ru,millerovo,38528.0
2459165,ru,miloslavskoye,4693.0
2459233,ru,milyutinskaya,2743.0
2459298,ru,mindyak,2955.0
2459317,ru,mineralnyye vody,76281.0
2459341,ru,mingrelskaya,5522.0
2459447,ru,minusinsk,72782.0
2459453,ru,minyar,10664.0
2459513,ru,mirnyy,29341.0
2459523,ru,mirnyy,3508.0
2459542,ru,mirnyy,40309.0
2459543,ru,mirnyy,7393.0
2459553,ru,mirnyy,3171.0
2459668,ru,mirskoy,3095.0
2459716,ru,mishelevka,7529.0
2459730,ru,misheronskiy,3790.0
2459776,ru,mishkino,5808.0
2459780,ru,mishkino,8712.0
2459863,ru,miskindzha,3611.0
2460031,ru,mitrofanovka,5643.0
2460195,ru,mizur,2934.0
2460223,ru,mnogovershinnyy,2719.0
2460242,ru,mochalishche,2225.0
2460294,ru,mochishche,3314.0
2460415,ru,mogocha,12648.0
2460417,ru,mogochin,3191.0
2460442,ru,mogoytuy,8420.0
2460464,ru,mogzon,4262.0
2460667,ru,mokhsogollokh,6947.0
2460766,ru,mokrous,6738.0
2460771,ru,mokrousovo,4851.0
2460893,ru,mokshan,11652.0
2460955,ru,molchanovo,6109.0
2461058,ru,molochnoye,8421.0
2461062,ru,molochnyy,5308.0
2461184,ru,molokovo,2490.0
2461349,ru,monastyrishche,4192.0
2461377,ru,monastyrshchina,4501.0
2461418,ru,monchegorsk,49869.0
2461432,ru,monetnyy,5540.0
2461448,ru,monino,19852.0
2461533,ru,mordovo,7112.0
2461659,ru,morgaushi,2922.0
2461695,ru,morki,9568.0
2461865,ru,morozovsk,29290.0
2461884,ru,morshansk,43312.0
2461918,ru,mortka,3698.0
2461937,ru,moryakovskiy zaton,4745.0
2461962,ru,mosalsk,4320.0
2461968,ru,moscow,10381288.0
2462058,ru,moshenskoye,2697.0
2462108,ru,moshkovo,10541.0
2462240,ru,moskovskiy,15435.0
2462245,ru,moskovskiy,3450.0
2462252,ru,moskovskoye,5482.0
2462319,ru,mosta,622.0
2462430,ru,mostovskoy,25188.0
2462539,ru,motygino,6625.0
2462582,ru,mozdok,43779.0
2462621,ru,mozhaysk,31557.0
2462628,ru,mozhga,47271.0
2462658,ru,mrakovo,8394.0
2462697,ru,mstera,5470.0
2462710,ru,mtsensk,47610.0
2462722,ru,muchkapskiy,7814.0
2462742,ru,mudyuga,938.0
2462757,ru,mugi,3377.0
2462764,ru,mugreyevskiy,917.0
2462769,ru,mugur-aksy,4012.0
2462832,ru,mukhanovo,652.0
2462846,ru,mukhen,4617.0
2462923,ru,mukhtolovo,5615.0
2462968,ru,mulda,174.0
2462992,ru,mulino,11513.0
2463022,ru,mullovka,6383.0
2463082,ru,mundybash,5870.0
2463178,ru,murashi,7190.0
2463269,ru,muravlenko,39137.0
2463361,ru,murino,4977.0
2463383,ru,murmansk,319266.0
2463385,ru,murmashi,15416.0
2463388,ru,murmino,3506.0
2463398,ru,murom,126932.0
2463407,ru,muromtsevo,11147.0
2463430,ru,mursalimkino,2527.0
2463454,ru,murygino,7996.0
2463571,ru,muslyumovo,7406.0
2463662,ru,mutsalaul,6219.0
2463687,ru,muyezerskiy,3901.0
2463725,ru,muzhi,3209.0
2463949,ru,myatlevo,1969.0
2463958,ru,myaundzha,1977.0
2464056,ru,myshkin,6061.0
2464085,ru,myskhako,5743.0
2464087,ru,myski,44082.0
2464142,ru,mys shmidta,657.0
2464169,ru,mytishchi,160545.0
2464197,ru,myurego,4548.0
2464329,ru,nachalovo,4808.0
2464378,ru,nadezhda,8426.0
2464486,ru,nadterechnoye,7877.0
2464494,ru,nadvoitsy,10780.0
2464498,ru,nadym,46339.0
2464651,ru,nagornskiy,560.0
2464658,ru,nagornyy,6308.0
2464679,ru,nagornyy,147.0
2464695,ru,nagorsk,4982.0
2464730,ru,nagutskoye,3146.0
2464784,ru,nakhabino,27985.0
2464803,ru,nakhodka,146922.0
2464848,ru,nalchik,282916.0
2464893,ru,nalobikha,4451.0
2464938,ru,namtsy,7980.0
2465051,ru,narimanov,11907.0
2465089,ru,naro-fominsk,72633.0
2465103,ru,narovchat,4340.0
2465107,ru,nartan,12694.0
2465129,ru,naryan-mar,18041.0
2465166,ru,naryshkino,9600.0
2465308,ru,natalinsk,2060.0
2465340,ru,natyrbovo,3377.0
2465342,ru,nauchnyy gorodok,2687.0
2465438,ru,naurskaya,8550.0
2465446,ru,naushki,3510.0
2465465,ru,navashino,17552.0
2465477,ru,navlya,13735.0
2465485,ru,navoloki,10951.0
2465611,ru,nazarovo,55253.0
2465675,ru,naziya,5726.0
2465680,ru,nazran,164142.0
2465701,ru,nebolchi,2198.0
2465708,ru,nebug,3698.0
2465885,ru,neftegorsk,4785.0
2465887,ru,neftegorsk,19542.0
2465890,ru,neftekamsk,126807.0
2465891,ru,neftekumsk,28464.0
2465902,ru,nefteyugansk,112634.0
2465969,ru,nekhayevskiy,4714.0
2466013,ru,neklyudovo,9052.0
2466053,ru,nekrasovka,9159.0
2466058,ru,nekrasovka,7994.0
2466103,ru,nekrasovskaya,4814.0
2466110,ru,nekrasovskiy,9613.0
2466119,ru,nekrasovskoye,6353.0
2466157,ru,nelidovo,25349.0
2466162,ru,nelkan,135.0
2466199,ru,nema,3797.0
2466200,ru,neman,12507.0
2466217,ru,nemchinovka,4938.0
2466438,ru,nerchinskiy zavod,3012.0
2466440,ru,nerchinsk,15361.0
2466446,ru,nerekhta,25353.0
2466469,ru,nerl,2292.0
2466527,ru,neryungri,66325.0
2466611,ru,nesterov,5072.0
2466632,ru,nesterovskaya,19186.0
2466748,ru,nevel,17833.0
2466751,ru,nevelsk,17639.0
2466760,ru,neverkino,5105.0
2466766,ru,never,2344.0
2466806,ru,nevinnomyssk,134347.0
2466849,ru,nevyansk,25822.0
2466866,ru,neya,11145.0
2466930,ru,neyvo-rudyanka,2895.0
2466931,ru,neyvo-shaytanskiy,2602.0
2466972,ru,nezhinka,5100.0
2466975,ru,nezhinskiy,3991.0
2466988,ru,nezlobnaya,18412.0
2467088,ru,nikel,15596.0
2467260,ru,nikitinskiy,2419.0
2467436,ru,nikolayevka,5081.0
2467445,ru,nikolayevka,4051.0
2467446,ru,nikolayevka,5220.0
2467452,ru,nikolayevka,27597.0
2467460,ru,nikolayevka,6419.0
2467465,ru,nikolayevka,7410.0
2467507,ru,nikolayevskaya,3613.0
2467553,ru,nikolayevsk-na-amure,27152.0
2467644,ru,nikologory,6244.0
2467667,ru,nikolo-pavlovskoye,4721.0
2467795,ru,nikolskiy,2916.0
2467839,ru,nikolsk,23542.0
2467843,ru,nikolsk,8656.0
2467844,ru,nikolsko-arkhangelskiy,18483.0
2467862,ru,nikolskoye-na-cheremshane,1967.0
2467869,ru,nikolskoye,5281.0
2467883,ru,nikolskoye,4891.0
2467886,ru,nikolskoye,17404.0
2467919,ru,nikolskoye,5309.0
2467923,ru,nikolskoye,763.0
2468169,ru,niny,4894.0
2468377,ru,nizhneangarsk,5493.0
2468453,ru,nizhnedevitsk,6320.0
2468520,ru,nizhneivkino,2234.0
2468537,ru,nizhnekamsk,234301.0
2468720,ru,nizhneshilovka,5090.0
2468765,ru,nizhnetroitskiy,3784.0
2468777,ru,nizhneudinsk,38724.0
2468801,ru,nizhnevartovsk,244940.0
2468833,ru,nizhneyansk,678.0
2468947,ru,nizhneye kazanishche,11765.0
2469214,ru,nizhniy baskunchak,3153.0
2469227,ru,nizhniy bestyakh,3218.0
2469255,ru,nizhniy cherek,3098.0
2469256,ru,nizhniy chir,4765.0
2469275,ru,nizhniy dzhengutay,7450.0
2469280,ru,nizhniye achaluki,5248.0
2469488,ru,nizhniye sergi,12077.0
2469542,ru,nizhniye vyazovyye,8290.0
2469575,ru,nizhniy ingash,8458.0
2469626,ru,nizhniy kislyay,4394.0
2469663,ru,nizhniy kuranakh,6798.0
2469666,ru,nizhniy kurkuzhin,3674.0
2469684,ru,nizhniy lomov,23836.0
2469694,ru,nizhniy mamon,3914.0
2469740,ru,nizhniy novgorod,1284176.0
2469745,ru,nizhniy odes,11165.0
2469862,ru,nizhniy tagil-39,9508.0
2469863,ru,nizhniy tagil,381121.0
2469890,ru,nizhniy tsasuchey,3278.0
2469912,ru,nizhniy ufaley,2818.0
2470244,ru,nizhnyaya maktama,10600.0
2470310,ru,nizhnyaya omka,5246.0
2470330,ru,nizhnyaya pavlovka,3691.0
2470359,ru,nizhnyaya poyma,9560.0
2470380,ru,nizhnyaya salda,17473.0
2470460,ru,nizhnyaya tavda,6711.0
2470483,ru,nizhnyaya tura,23835.0
2470726,ru,noginsk,115981.0
2470727,ru,nogir,11469.0
2470730,ru,nogliki,10098.0
2470775,ru,nolinsk,10282.0
2470824,ru,norilsk,127504.0
2471152,ru,novaya bryan,4860.0
2471178,ru,novaya chigla,2978.0
2471300,ru,novaya igirma,10681.0
2471443,ru,novaya ladoga,9680.0
2471467,ru,novaya lyada,4851.0
2471468,ru,novaya lyalya,14246.0
2471473,ru,novaya maka,4545.0
2471477,ru,novaya malykla,3292.0
2471487,ru,novaya mayna,6448.0
2471873,ru,novaya tavolzhanka,5053.0
2471931,ru,novaya usman,22165.0
2472021,ru,novaya zaimka,4202.0
2472155,ru,novichikha,4460.0
2472200,ru,novikovo,803.0
2472307,ru,novki,1639.0
2472345,ru,novoagansk,9907.0
2472434,ru,novoaleksandrovsk,27610.0
2472469,ru,novoalekseyevskaya,3578.0
2472503,ru,novoaltaysk,61051.0
2472543,ru,novoanninskiy,19231.0
2472574,ru,novoasbest,2394.0
2472618,ru,novobataysk,5097.0
2472636,ru,novobelokatay,5923.0
2472674,ru,novobessergenevka,3445.0
2472677,ru,novobeysugskaya,3601.0
2472691,ru,novobirilyussy,4274.0
2472694,ru,novobiryusinskiy,4855.0
2472697,ru,novoblagodarnoye,3146.0
2472756,ru,novobureyskiy,8550.0
2472774,ru,novocheboksarsk,128470.0
2472786,ru,novocheremshansk,3294.0
2472795,ru,novocherkassk,166976.0
2472805,ru,novochernorechenskiy,3722.0
2472846,ru,novoderevyankovskaya,6712.0
2472875,ru,novodmitriyevskaya,5230.0
2472922,ru,novodugino,3894.0
2472935,ru,novodzherelievskaya,5365.0
2472964,ru,novogagatli,4619.0
2473059,ru,novogornyy,8132.0
2473105,ru,novogurovskiy,3702.0
2473136,ru,novoilinskiy,3660.0
2473137,ru,novoilinsk,5045.0
2473339,ru,novokayakent,5991.0
2473454,ru,novokizhinginsk,2214.0
2473508,ru,novokorsunskaya,5133.0
2473570,ru,novokruchininskiy,9391.0
2473580,ru,novokubansk,36402.0
2473638,ru,novokuznetsk,539622.0
2473655,ru,novolabinskaya,3733.0
2473657,ru,novolakskoye,4463.0
2473679,ru,novoleushkovskaya,6853.0
2473724,ru,novolugovoye,3308.0
2473738,ru,novolvovsk,1973.0
2473761,ru,novomalorossiyskaya,5867.0
2473818,ru,novomichurinsk,20821.0
2473860,ru,novomikhaylovskiy,930.0
2473863,ru,novomikhaylovskiy,10370.0
2473896,ru,novominskaya,12049.0
2473934,ru,novomoskovsk,130984.0
2473961,ru,novomyshastovskaya,9916.0
2474027,ru,novonikolayevskaya,3753.0
2474057,ru,novonikolayevskiy,10251.0
2474103,ru,novonikolsk,4066.0
2474174,ru,novonukutskiy,3121.0
2474203,ru,novoomskiy,4467.0
2474217,ru,novoorsk,11212.0
2474283,ru,novopavlovka,4102.0
2474298,ru,novopavlovsk,24409.0
2474366,ru,novopetrovskoye,5184.0
2474376,ru,novopistsovo,3064.0
2474381,ru,novoplatnirovskaya,3988.0
2474393,ru,novopodrezkovo,10271.0
2474412,ru,novopokrovka,3946.0
2474414,ru,novopokrovka,2167.0
2474420,ru,novopokrovskaya,19342.0
2474538,ru,novoraychikhinsk,2835.0
2474595,ru,novorossiysk,241860.0
2474614,ru,novorozhdestvenskaya,6780.0
2474629,ru,novorudnyy,1930.0
2474654,ru,novorzhev,3988.0
2474715,ru,novoseleznevo,3377.0
2474723,ru,novoselitskoye,8723.0
2474920,ru,novosemeykino,9646.0
2474944,ru,novosergiyevka,13188.0
2474972,ru,novoshakhtinsk,99480.0
2474985,ru,novoshcherbinovskaya,6415.0
2474994,ru,novosheshminsk,4585.0
2475017,ru,novosibirsk,1419016.0
2475023,ru,novosilikatnyy,15241.0
2475026,ru,novosil,3989.0
2475040,ru,novosineglazovskiy,14620.0
2475069,ru,novosmolinskiy,5128.0
2475076,ru,novosokolniki,9559.0
2475133,ru,novospasskoye,10941.0
2475231,ru,novosysoyevka,4903.0
2475239,ru,novotalitsy,8543.0
2475286,ru,novotitarovskaya,22630.0
2475323,ru,novotroitskaya,7910.0
2475376,ru,novotroitsk,106187.0
2475481,ru,novougolnyy,7072.0
2475488,ru,novoukrainskiy,3572.0
2475490,ru,novoukrainskoye,5928.0
2475494,ru,novoulyanovsk,17722.0
2475510,ru,novouralsk,93849.0
2475547,ru,novoutkinsk,5507.0
2475553,ru,novouzensk,16932.0
2475559,ru,novovarshavka,6487.0
2475582,ru,novovelichkovskaya,8774.0
2475593,ru,novovilvenskiy,411.0
2475616,ru,novovoronezh,37392.0
2475656,ru,novovyazniki,5611.0
2475775,ru,novoye atlashevo,3515.0
2475862,ru,novoye devyatkino,8802.0
2475905,ru,novoyegoryevskoye,6168.0
2476041,ru,novoye leushino,1565.0
2476504,ru,novozavedennoye,5336.0
2476507,ru,novozavidovskiy,7641.0
2476575,ru,novozybkov,42572.0
2476790,ru,novyy buyan,3508.0
2476816,ru,novyy chirkey,7556.0
2476849,ru,novyye atagi,8760.0
2476885,ru,novyye burasy,6469.0
2476938,ru,novyye gorki,2877.0
2477010,ru,novyye lapsary,7582.0
2477027,ru,novyye lyady,9050.0
2477238,ru,novyy karachay,2172.0
2477272,ru,novyy khushet,7912.0
2477311,ru,novyy kostek,4000.0
2477417,ru,novyy nekouz,3629.0
2477478,ru,novyy oskol,21035.0
2477561,ru,novyy redant,4990.0
2477566,ru,novyy rogachik,7575.0
2477634,ru,novyy sulak,5454.0
2477714,ru,novyy urengoy,94214.0
2477718,ru,novyy urgal,7061.0
2477749,ru,novyy yegorlyk,3739.0
2477807,ru,noyabrsk,98278.0
2477810,ru,noybera,6821.0
2477842,ru,nozhay-yurt,5073.0
2477921,ru,nuradilovo,3371.0
2477942,ru,nurlat,34452.0
2477949,ru,nurma,3256.0
2478028,ru,nyagan,52138.0
2478051,ru,nyandoma,22179.0
2478084,ru,nyazepetrovsk,12717.0
2478114,ru,nyrob,7314.0
2478128,ru,nytva,20526.0
2478157,ru,nyuksenitsa,4322.0
2478169,ru,nyurba,9972.0
2478252,ru,obilnoye,6739.0
2478304,ru,oblivskaya,9528.0
2478320,ru,obluche,10777.0
2478336,ru,obninsk,107394.0
2478344,ru,ob,24239.0
2478412,ru,oboyan,14434.0
2478530,ru,obsharovka,5668.0
2478661,ru,ocher,15396.0
2478714,ru,odesskoye,6025.0
2478761,ru,odintsovo,137043.0
2478802,ru,odoyev,6386.0
2478937,ru,ogodzha,465.0
2479101,ru,okhansk,7920.0
2479102,ru,okha,26560.0
2479156,ru,okhotsk,5570.0
2479236,ru,okoneshnikovo,5501.0
2479285,ru,oksovskiy,2123.0
2479346,ru,oktyabrskaya,11608.0
2479362,ru,oktyabrskiy,9697.0
2479364,ru,oktyabrskiy,109498.0
2479365,ru,oktyabrskiy,6988.0
2479369,ru,oktyabrskiy,10198.0
